match_id,puuid,champion,kills,deaths,assists,gold_earned,damage_to_champions,minions_killed,vision_score,win,team_position,game_duration_sec,game_version,item0,item1,item2,item3,item4,item5
NA1_5576572928,-aBbKKIsKkXjLiirCVr0C7sYeqo_YDikNzH215NC7qqFFuZ1-McM087VnJh6l3MEvJGqQ9hk8F8G0g,Ezreal,4,8,6,12344,30552,203,20,False,BOTTOM,1591,16.11.782.9736,3156,3042,1055,3078,1036,0
NA1_5576572928,R0yYaKLNKTfepKq657fSaj33fE4ZiWIuUfiPo2B3E6Ory55rMJAkM1XOHv5fTod-bh3L39gGSjx1IA,Seraphine,1,13,6,7540,11439,34,71,False,UTILITY,1591,16.11.782.9736,3876,3158,3116,4005,0,0
NA1_5576533253,zrU0aXoox4trhQ6iKUOshU7bp3Uq-tAp_CXCe-z5Mdh2pGL78TsMgVCfOCTLtXHdK0lzuuxZMQQsJg,Ambessa,3,11,5,9016,19807,170,19,False,TOP,1798,16.11.782.9736,3161,3047,6692,1033,1036,0
NA1_5576533253,OIejM11as-WSktMGj1Pr4TrO96LvXJRNbyJHPLs1VqCK16_2dmuxP-ApKRtbahBr11MCaPMb9nwkxQ,Vi,6,6,3,11901,21639,16,26,False,JUNGLE,1798,16.11.782.9736,3078,6333,6610,3155,1001,0
NA1_5576533253,ctGUegpsobsh4pI-eUUfgJn9jbVYAQkys7CAU59q3QkVKu7s0KDir_K8G9LL-7t9Oxtb-n2a_8905Q,Syndra,6,3,3,13495,25304,280,39,False,MIDDLE,1798,16.11.782.9736,4645,6655,3089,3175,1082,4630
NA1_5576533253,7gSJl7oHlSa3_QsowYr__q8Os6_Y3DOJUdAz2mELMPSAFR05IyK4FWUaJoDckevf8AnoLo-8vptklw,Jhin,2,5,3,12484,17765,270,19,False,BOTTOM,1798,16.11.782.9736,3142,3097,3094,1018,1038,1086
NA1_5576533253,wjVxnVz4qbx-I6RnBaD_qfXkgke65v4HNEM5a1ywLf0JwlZwysjhwPkUIuV3cS6IhSF-EX_HNen5bg,Senna,1,9,8,8977,14154,29,94,False,UTILITY,1798,16.11.782.9736,3877,3071,3009,3094,3123,0
NA1_5576533253,Gv1Nln_xeJ1ADCY-QfM5O5k-Pd4VKH0Rybv6YwoERwgufU6Eeo9NiOtzbInb_it-tMdDWrK5zcM2XQ,Irelia,12,4,8,18147,26654,271,44,True,TOP,1798,16.11.782.9736,3091,6333,2525,3153,3047,3181
NA1_5576533253,tFUzY1XShjH0XrDeJm0QirE_pkomHfTxbMSWx8lPM7DB31Zn5pQxyhxVxj0AiHTyAYas6gYUIpYMsw,Hecarim,5,3,13,13889,19941,27,23,True,JUNGLE,1798,16.11.782.9736,2517,3161,3071,3111,3155,2055
NA1_5576533253,-aBbKKIsKkXjLiirCVr0C7sYeqo_YDikNzH215NC7qqFFuZ1-McM087VnJh6l3MEvJGqQ9hk8F8G0g,Aurora,4,3,11,11376,27702,210,34,True,MIDDLE,1798,16.11.782.9736,3152,4646,4645,1082,3175,0
NA1_5576533253,IPXvjv1QvC4s4WdfmhwFAsR-7lRJgl4PpFMJpSMxDD6M3t-IhR2-NJRTMfBdDyYxYSoRQVR1qGw1Yg,Kaisa,13,4,6,15616,29010,231,13,True,BOTTOM,1798,16.11.782.9736,1086,6672,3124,3115,3157,1028
NA1_5576533253,daJQFrM-HWnm0Txt5-9iZyHoynlU-N5Mbz4VWMhrW1eCzDMprGODv5Ybb_ZX8chuR3UugVf8NuRwZw,Zilean,0,4,26,9237,4784,24,105,True,UTILITY,1798,16.11.782.9736,3869,3107,2065,3158,3067,1029
NA1_5576151370,67G1QHqqUVvEWCRBfBrnOsCEGmYXVqeKprrRAypQnhDHsJpSAzH6xkOeYklG6Zxaejn27PbXdpSsKw,Jayce,9,5,8,15438,36811,272,28,True,TOP,1671,16.11.782.9736,6699,6695,3142,3042,3047,3133
NA1_5576151370,8CI26Oqh1X5nXC3rWQaSxt-1r4je4ymImcEl0E1hxeUmOZcaWL298aGpqZpnNAGgLgZDmOgEEMrIGw,Qiyana,11,0,4,15725,19801,46,29,True,JUNGLE,1671,16.11.782.9736,6699,6698,0,3158,6695,3814
NA1_5576151370,iUsdkupeQEttwykHZ7IdmFMNyN7ARygYNai16-b416ThDBl6rayaFVfddTuubY2Ze-LK-zMMEYBdUA,Akali,1,4,4,8850,19578,171,16,True,MIDDLE,1671,16.11.782.9736,1054,3146,3175,4645,1052,0
NA1_5576151370,NIWpwSlc98KAE3q9D_1QwXrUh88WhbOs9MW94VAdIjgAJ12aXRszs-gkBtnLLWa2AYZQyc-3EG8EDQ,Lux,6,5,3,12263,19416,207,23,True,BOTTOM,1671,16.11.782.9736,1056,3118,4646,4645,0,0
NA1_5576151370,dYQTbzh3ZgenE3b3X1Y9EnkpGFJQHfvp37y0fLDzZW9VwzmBPJF9B0pvdH0cY_iHKQsSAuV-arOuPA,Taric,1,2,7,7937,5853,50,111,True,UTILITY,1671,16.11.782.9736,3009,3876,3190,3121,3067,0
NA1_5576151370,Yc-3vdPPnJnHGBAA-iVnbqSs0wFXKYBTCkm0UJkXvAkYdi5MNsQeSf0NuOZhQHDMr8T1Ck0nphxXPw,Briar,3,13,4,9390,15950,174,24,False,TOP,1671,16.11.782.9736,3071,3748,1055,3111,0,0
NA1_5576151370,ts_OU3TqtVktlp6FSC-wwQYRIHYa755xp8YffX-j-KL2YJKT-k74SdZLs5lcJ9Po3-Ah3tZ4IOgx_g,LeeSin,5,4,5,10323,9674,16,28,False,JUNGLE,1671,16.11.782.9736,6610,2055,3047,3071,2019,1036
NA1_5576151370,A6qHoYUvvZ5Xe_q5us_PJZ45GMGAOxxpYuuTY6ViYjBqIXJH6h81Ca6frqpoWuRjHbAcibdfimfD4Q,Leblanc,4,4,2,9792,24831,203,18,False,MIDDLE,1671,16.11.782.9736,1056,6655,3175,1082,4646,1052
NA1_5576151370,g8AMXl6rLEVASWup1FMj3bmqRMYrSd_e4nnsVHMAfGhUTYhLKfN-MfzTYre9wwlnPf09PgKu4-KNFw,Vayne,2,6,2,10050,10226,231,30,False,BOTTOM,1671,16.11.782.9736,1086,3508,3073,3086,3144,0
NA1_5576151370,dzNFL_YvBcd8tu8ZaOdP8IQHJKzukeo6xZie48kZUsDwQLK4lmbz0WWiGUGaox8OrfdCjLAY2dPFDQ,Janna,2,1,5,7296,5357,35,67,False,UTILITY,1671,16.11.782.9736,3107,6617,3870,3009,1082,0
NA1_5576136040,OhbM9ChCSdP6x5Uu1KUzeYLp5kd3PwhY_R5_NMiHOzu9VoKRtv3lKA0D477u14IzOXLJatu_tnmbng,Gangplank,5,8,2,9023,22154,173,16,False,TOP,1376,16.11.782.9736,1001,3508,3033,1018,1055,1037
NA1_5576136040,tZhsaVRqKSTNcAWEy0lYhGpjfz1aJg8M7G_lJYtEfG1fuo1Re7ILLSX3o1GkZHtquJ7QlXkaC37oIA,Naafiri,9,10,5,12041,16738,18,19,False,JUNGLE,1376,16.11.782.9736,6694,6699,1037,1001,3134,6696
NA1_5576136040,4vsWknyZa-EdHh79Qxm0wek4LmPO1i9Hs3euitvYg_YqhMz8ZT3zo9qtf4aONcGok7s1KPHsi1qI7w,Leblanc,8,6,2,9806,18029,157,19,False,MIDDLE,1376,16.11.782.9736,1056,6655,1082,3175,4645,1058
NA1_5576136040,9KUa6SYrwLPPMtpQ5oPEWpliw2ZZzGsBzvs0uLRMkSzQQITveUHIAdRfwxUC2q2kFpvmNJxkVlJSHQ,Tristana,2,8,7,9246,12173,191,20,False,BOTTOM,1376,16.11.782.9736,6675,2523,1018,1036,1055,1036
NA1_5576136040,uYbsHrrElfYzOM4f6SjrVi2qDfYLHUKx6BO2UoeUa1Zs2XVDkO1fPOjSzcaxOyNp8oL24u12FNJV2w,Pyke,2,8,10,6745,8257,17,65,False,UTILITY,1376,16.11.782.9736,3869,3142,3009,3134,3133,0
NA1_5576136040,67G1QHqqUVvEWCRBfBrnOsCEGmYXVqeKprrRAypQnhDHsJpSAzH6xkOeYklG6Zxaejn27PbXdpSsKw,Vladimir,9,8,6,11799,27241,184,18,True,TOP,1376,16.11.782.9736,3089,3158,3152,4633,0,0
NA1_5576136040,g8VWoHZlg-996Rm9Lskmmoc__PYGNxTU2oBQSywVi6Ujbyj6w3eiATAfwj8Jj11YLed3mSAi_ZW5dA,Diana,13,4,8,13881,21092,19,19,True,JUNGLE,1376,16.11.782.9736,4633,2421,3152,3020,8010,1082
NA1_5576136040,r7LKUm_BAFn9l8xqo18UC9QjkNZM5TqfwAui1VewbFOlb20FXOeg8T_N8_UogbYda5Avi_2ylH6pSw,Yasuo,4,6,3,11435,11019,183,5,True,MIDDLE,1376,16.11.782.9736,3031,6672,3172,6673,0,0
NA1_5576136040,lZ5PjDWOtbg_e1XYwWjdHRkGcs151Y6S3nATAZDNX40OQ-MmfrfgQ-zdlnf5ZcpLz1gAyucKmkBK_A,Ezreal,11,4,6,13233,16024,179,12,True,BOTTOM,1376,16.11.782.9736,1055,0,3078,2517,3042,1036
NA1_5576136040,hapwOE2tvl7Hj70fJh0SiuE6j3s4VPnJVmPG4l4rlNTTqQ9VCZ0uMAD7gHV7CJQtvxAQ9y583WdZ1A,Nautilus,3,4,18,8512,8267,20,54,True,UTILITY,1376,16.11.782.9736,3869,2031,3109,3047,2524,3067
NA1_5576121078,67G1QHqqUVvEWCRBfBrnOsCEGmYXVqeKprrRAypQnhDHsJpSAzH6xkOeYklG6Zxaejn27PbXdpSsKw,Jax,9,2,3,16512,33291,292,34,False,TOP,1869,16.11.782.9736,6610,3143,3157,3047,3078,2021
NA1_5576121078,dIgJ_f392mWDQax-mn31MSNAMtaBzm5Qa_F9ZLUO9fPNpvmzfYogspjADs2r0mctiVTkqpiYbYC7Ow,Vi,7,6,4,14850,17836,23,44,False,JUNGLE,1869,16.11.782.9736,3047,1037,3026,3078,2021,6333
NA1_5576121078,r7LKUm_BAFn9l8xqo18UC9QjkNZM5TqfwAui1VewbFOlb20FXOeg8T_N8_UogbYda5Avi_2ylH6pSw,Yasuo,8,8,3,13058,18034,207,19,False,MIDDLE,1869,16.11.782.9736,2055,3153,3172,6673,3031,1037
NA1_5576121078,deJdjIp0ljIn--48ANKpnkdZaWe9OnNuUNoBgMvosgIN0Zw-llUrEgk3VdVEdz-tcZK546u7LxTdMA,Brand,1,10,7,10206,20714,178,11,False,BOTTOM,1869,16.11.782.9736,3116,2503,6653,0,0,0
NA1_5576121078,qe8HAB4y3DjUYRyUce0prT5e4GlvYGqqdVZ2OTr_H2I5k5qoCpryHWxksPBIgZtAXeMidqMcqUvN3A,Leona,1,7,9,8541,7533,42,99,False,UTILITY,1869,16.11.782.9736,3877,3190,3047,3109,1011,3067
NA1_5576121078,OhbM9ChCSdP6x5Uu1KUzeYLp5kd3PwhY_R5_NMiHOzu9VoKRtv3lKA0D477u14IzOXLJatu_tnmbng,Gangplank,4,7,7,12443,29092,233,18,True,TOP,1869,16.11.782.9736,3006,3508,3033,0,3031,1055
NA1_5576121078,cCnhUpDIo0H7gZoeDxhpHA7bR20qLioDSRxOQhcODqHz14iwgiD4J8Opr7erTRI84W8VarZxJtGkbA,Rengar,13,7,7,15832,27674,68,18,True,JUNGLE,1869,16.11.782.9736,3033,6698,3158,6699,6695,1038
NA1_5576121078,Vc0BPKMnAk1MXcwZiqnnV7_RUnTZJg8PRp7lThNbULJ_N4w480iIgdG6BGFn9HMNg_AUzLfINAheCA,Azir,6,7,8,13773,26420,240,25,True,MIDDLE,1869,16.11.782.9736,3174,3152,3115,1058,6653,1058
NA1_5576121078,M5bt_bMyiuQFIJIPt9Vfk6YaHrXl4_XR0N3S6dnAVFynXHuN19YCOgTTUQ6XkMGoMGA5AIqhTBnVYA,Senna,7,4,20,15330,29718,212,43,True,BOTTOM,1869,16.11.782.9736,3031,3087,2055,2523,3071,1036
NA1_5576121078,2p4Vi--wa2Fq2Lxz9qYo8fdwciZxHb-sYAV0oxkDUXdFqXccBkxCpXgQyb6l_Pp2MWVjGeA4_MKIoA,Braum,3,1,20,9749,11025,36,95,True,UTILITY,1869,16.11.782.9736,3876,2524,3190,3111,3109,0
NA1_5576220293,uubEqMsPNPn8N-x6AN9_uhn3mB96GaG246unYgR6OsdOTTaJjwrAQtN1N61_uMErhquxAafWE-txGg,Rumble,4,6,6,10575,22579,185,23,True,TOP,1427,16.11.782.9736,1056,4645,6653,1082,3020,1052
NA1_5576220293,_MSZEc6ikxZ3IGd7I2rKmzYE7_aW9TeXXzpY1Jr3VkPbzcbGUmsyZ4OHvqBu2PCnDjWEcg0WL2N0PA,JarvanIV,6,3,16,12175,13219,35,30,True,JUNGLE,1427,16.11.782.9736,6698,2055,6696,6333,2422,0
NA1_5576220293,_5laV0aQNazDeXRztUxxOidPJqX9kuyd1SnVdr-n1-cMIApf5Drf6ExJlApEh9inodb4IoMpR96zMQ,Yone,7,4,14,10845,25164,183,22,True,MIDDLE,1427,16.11.782.9736,3036,3097,1055,0,3172,0
NA1_5576220293,Zqi1gV6ZshbD03n0A2B1vwwwyiLMtOm3C_cVlIZ7suTcaiDxFvC9aIPN5N9vm_I5tT_eAaMsWh5jIw,Aphelios,8,6,9,12572,16332,148,6,True,BOTTOM,1427,16.11.782.9736,3036,1083,1055,2523,3031,1037
NA1_5576220293,hnF3atdodkAH3IWg-DHyITpjPxOl8YxTGJlM2XJIdFynFdgMNaHd5TkNwB8yrasOSSFHwEz4Zz8ibA,Sona,10,0,21,9912,23396,20,62,True,UTILITY,1427,16.11.782.9736,3121,6616,3877,1082,2526,3009
NA1_5576220293,yXwaukjLQcoY-_U8gySSM5AxOzzJp33m3fUMybGIcPD6XX94mtbGO2NQLdzcehOrwyvi4vle9l4CCw,Ornn,3,4,4,7903,15833,156,18,False,TOP,1427,16.11.782.9736,2504,3047,3076,3067,1120,1031
NA1_5576220293,onmxA3wUFKKyyJlOPrIX4adfRhigrSmH6fpTX2IWauEQ1IFJxvriMtQFyQxblGOCYPFvcmunAh875Q,Nunu,7,4,6,10015,12497,22,10,False,JUNGLE,1427,16.11.782.9736,3047,2055,3041,6653,3742,0
NA1_5576220293,e1jZNgRAee0j4WrJXkwIJ1dZo0U9Xzxy5h1ATTequN2ur3a51eSR4MEad70-Zs_d3Ev02e2W3TZMJA,Katarina,2,11,5,7663,15857,135,9,False,MIDDLE,1427,16.11.782.9736,3175,3146,1082,3115,0,0
NA1_5576220293,EtsQhCGvFDwtbcTb2Hr9DAIUV8wm_pNPj9pE7lJgUUYn2spYPLPKTMPzke2BUgn3lJaN0F-kH7N1HA,Tristana,6,8,5,10606,18977,146,21,False,BOTTOM,1427,16.11.782.9736,1086,6672,3032,6670,3035,0
NA1_5576220293,JIFJ6cdgz_fK6P9wRFkJ78enzVfBUOJcfFGbyVS6LciLu6xq6XTI6JmZKO57SeEFTeSRIoT2pjEDkA,Nidalee,1,8,9,6896,9136,34,69,False,UTILITY,1427,16.11.782.9736,3877,6617,3158,3114,1004,6620
NA1_5576199099,-Vr1YDuI3pijoYeDlxiYwutU2mCXjsHi28f6DLWMN5gtaGuGfgcvcwA2_QSldh4aqH7gdwyakB5Iug,Katarina,9,13,8,13986,32251,206,19,False,TOP,1801,16.11.782.9736,1086,6698,6672,3302,1001,3073
NA1_5576199099,reGT7Fr5xs0sSyeJ0WJkbZUvLGrRO2fV6oDXeWmEefdHpTciE_NkJR_B_-oHgt2yTsYVKomojxFf1g,LeeSin,11,6,6,13091,17565,7,25,False,JUNGLE,1801,16.11.782.9736,3047,2055,6610,3026,3134,3071
NA1_5576199099,Bb3tiXBHxDlePTDoLQ_Il1WzYMgqI2EpRT2H-13Qiki_VIm8xpxqW-KXbjImB4uXtkr13sfcvj5tbg,Ahri,6,3,10,13282,29586,245,33,False,MIDDLE,1801,16.11.782.9736,3152,1026,4630,3118,3171,3089
NA1_5576199099,JEmyU4-syIjUvgFTVjgMeJqlFxhnOtNaNnU2L8SuQBLNyU6Kotm_P0sI-Q74f_xL2q0-b_h-stSqCg,Lux,4,5,13,13082,15784,223,11,False,BOTTOM,1801,16.11.782.9736,6655,1058,2421,4645,2055,4646
NA1_5576199099,ROaCuOLDIMqd6nqayBe7-4D_HfD4gK8VQpfjktk1460WzshH52hR3D7pNE3gSJThKGzPM6pLdcKOhg,Skarner,3,6,16,10549,14007,42,94,False,UTILITY,1801,16.11.782.9736,3047,3190,3877,3742,2525,1057
NA1_5576199099,e1jZNgRAee0j4WrJXkwIJ1dZo0U9Xzxy5h1ATTequN2ur3a51eSR4MEad70-Zs_d3Ev02e2W3TZMJA,Fiora,7,10,2,12969,25043,213,30,True,TOP,1801,16.11.782.9736,3111,3074,3078,6333,3133,0
NA1_5576199099,66GqJDlsHmMcLWLJFRKue4I55VoOB9FQV8A7RlJJ0IqbKopJFBJUZsXclp1WgSYhj87uyvos84lKIw,Nasus,9,3,9,14305,25798,29,30,True,JUNGLE,1801,16.11.782.9736,3009,3078,3110,3073,2512,1033
NA1_5576199099,pDARpZgEnOBK7CBr2JUpSHhju7Ap3jIx9sWNVv5CUlt9kr3K5euhWMCuWosx_GOUE2Ke0Wo2p6UlsQ,Akali,11,5,2,14501,25445,225,24,True,MIDDLE,1801,16.11.782.9736,3102,4645,4646,1082,3175,3100
NA1_5576199099,qa9Ui3Hw_WgTi6YanE6Fh0x2uoMV1z4uH6OAS5dqce0jDIkvPjCamRk4rbAoPJeZZjnd_cTvdA9Ocg,Yunara,5,8,9,14908,27383,249,12,True,BOTTOM,1801,16.11.782.9736,6672,2512,3031,6673,1086,1018
NA1_5576199099,kOi8NAgffBH_u1PSVEenz1i8RZsgLoLeteFoOCLTH_TPSP6PeYepQcqrrtibWMzYSu1TMOcwcJclXg,Milio,1,7,13,8651,6385,25,88,True,UTILITY,1801,16.11.782.9736,2065,3870,0,3504,6620,3158
NA1_5576177542,iUsdkupeQEttwykHZ7IdmFMNyN7ARygYNai16-b416ThDBl6rayaFVfddTuubY2Ze-LK-zMMEYBdUA,Irelia,1,10,4,7778,12638,147,25,False,TOP,1622,16.11.782.9736,1055,3066,0,2021,3153,3111
NA1_5576177542,HCUd4K1loDd0iPQ3dJObNt53dPgckj0k6RbcFv7kUR1AgXe_T5vBth9yiwdUOMJ2nHqP16E4b_vWUQ,Lillia,5,10,5,11279,15728,21,18,False,JUNGLE,1622,16.11.782.9736,6653,3116,3158,4633,3113,0
NA1_5576177542,5CrnDpv01TARh8UZxNmRJLfxJgzNqgVSg1wk8e6Lz8TJdG4ojrHa0Ti75p3UNh7n8-ECSPkOgnjYTA,Jhin,10,4,3,11767,17221,220,26,False,MIDDLE,1622,16.11.782.9736,1055,3031,3123,3170,6676,1018
NA1_5576177542,w2i8fAyDNSTaVo-PeSxxe9ceSiGEP68J34UkKVlAWE6Z3PP3B7HjTAp8jQR3DHHqDAgEm0TrBlmevw,Yunara,7,9,3,13734,22307,208,7,False,BOTTOM,1622,16.11.782.9736,1086,6672,3031,2512,1053,1038
NA1_5576177542,e1jZNgRAee0j4WrJXkwIJ1dZo0U9Xzxy5h1ATTequN2ur3a51eSR4MEad70-Zs_d3Ev02e2W3TZMJA,Jax,1,11,13,8409,11271,42,85,False,UTILITY,1622,16.11.782.9736,3111,3877,3110,6610,0,0
NA1_5576177542,-aBbKKIsKkXjLiirCVr0C7sYeqo_YDikNzH215NC7qqFFuZ1-McM087VnJh6l3MEvJGqQ9hk8F8G0g,Aurora,6,2,11,12703,28267,232,21,True,TOP,1622,16.11.782.9736,3152,3113,3020,3145,4645,1082
NA1_5576177542,nb9SgcxJzDX34q-jE9wRzAAjvPaPKQCEQEtNGjSWLbJ2_WPte7WWKhxEK9ocNWbA1Jcy6mXo1WTj3Q,Viego,18,4,6,16535,27727,25,32,True,JUNGLE,1622,16.11.782.9736,6673,3047,3031,1037,3036,6676
NA1_5576177542,irpa37vWL9wODUq7eQyBPY2dx_LRgFbzuQdY3mGOPr87juJWr83t9JJwOAPuUJfgsOitm-BD0OcG6Q,Yone,6,8,3,12278,20274,225,18,True,MIDDLE,1622,16.11.782.9736,3031,3046,3174,1086,3143,0
NA1_5576177542,AFrJC8FGeyRIymolBsJxxILl9nWk5MTI-cbtZRm1bj9DI1we2fhhtgGIoJnbrsQc4DuiRaMDOPvjYQ,AurelionSol,6,4,14,12694,20067,187,10,True,BOTTOM,1622,16.11.782.9736,8010,1052,6653,3116,1052,0
NA1_5576177542,_p5NrebOxu6hyNQpL80ApTHRzguwh4QngKPZwd3ZqTgy4Iira3h4pavW6h3qC7bChneG5dcJ_IPNMA,Xerath,8,6,14,10777,27453,44,79,True,UTILITY,1622,16.11.782.9736,3871,1082,6655,3020,4646,1058
NA1_5576643534,f3gQ1p9Y6BkmBcULWKRHJ1MGr8Cb5qrb0qdQGI3JSuS0kg5LyY4shfIUOmIRd9p1OB3PqpaeWV-zAw,Garen,5,5,10,15257,27996,245,20,True,TOP,2034,16.11.782.9736,3158,3161,6333,3033,6631,0
NA1_5576643534,tUfQUcX2PNY5X3S07_qcc1CFrfFBIPzDV-Of35l6bqzh3MtjECZK2dyBpiV_afjaQ0eWCklCvOa06w,MasterYi,14,8,11,18992,48776,54,28,True,JUNGLE,2034,16.11.782.9736,3047,6672,3153,3302,6333,3026
NA1_5576643534,KfTF9Wlpotwocjg3_yu8tgrPrd9ZH5MNXuLfOa5CbAUsDTe6z6mv09vXyUF5HxR2K8hGIhibX_GrMw,Malzahar,7,8,19,15646,34420,240,23,True,MIDDLE,2034,16.11.782.9736,2421,2503,3116,6653,3118,3174
NA1_5576643534,HYXUWKNz5_eOrNHHTj8Z4Vw51KO0kMjjRO9l8iWX08p3G2dkRWZTPqOmQBxiRTjUqJokRh_1D1nMcA,Jinx,8,7,12,15198,27473,237,24,True,BOTTOM,2034,16.11.782.9736,1055,1018,1038,2523,3046,3036
NA1_5576643534,NbLh7GtK9_BbjgqViwQnaU1dWDjzR8aL7XqBf-PPahaoD7Iz5MoaGsiLAXU4mnIwOkK5lYNYD9I5AQ,Braum,1,6,22,9933,12340,24,127,True,UTILITY,2034,16.11.782.9736,3876,3190,3076,3109,1028,3047
NA1_5576643534,ALCGjW70P4SzzGYVT5gI7tevj8VI0vfAkp8oMNv88E_djO5fS3OqLMeeYt9_KGs_1V9Lv7-9wMrPtw,XinZhao,4,9,6,12118,20483,217,36,False,TOP,2034,16.11.782.9736,1056,3748,3008,3087,6333,0
